level,date,purchased,review
Level 2. Rookie,Updated on 14 Nov 2020,Purchased,"Excellent service by customer service team. Simply love the 80GB add-on, I can watch movies all day without worrying about my bills. The Grid Portal is so easy to use. Strongly recommended to anyone having a smart mobile phone."
Level 2. Rookie,Updated on 03 Nov 2020,Purchased,"[Customer Service] Today is the first day for ported my number from other telco, and my line and data can't using after porting and I check with Grid customer service. Ian and April teaching me how to setting and my problem were solved in without 5 mins. They are professional and understand my issues! Thank you and appreciate it. Good job and keep it up guys !"
Level 2. Rookie,Updated on 21 Oct 2020,Purchased,Customer Support was very helpful and effective in following up and expediting the porting-in of my mobile.
Level 2. Rookie,Updated on 21 Oct 2020,None,"[Customer Service] I’m complimenting Ms Ong Lin Xuan for her helpful and dedicated attitude as a Customer Service staff on following up with a wrong plan which I had signed up. The time she spent on the last 3 days to correct my plan shows that she is very committed to her job, and not only delivers 100% but beyond 100% to ensure customer satisfaction! "
Level 2. Rookie,Updated on 20 Oct 2020,Purchased,Good network and customer service. Been a user for 1 year. Please develop the mobile app soon. Now using web browser to view usage
Level 2. Rookie,Updated on 19 Oct 2020,Purchased,The support service and port-in of number was well handled and easy for me. Alaska has been very prompt and helpful to guide and assist me via email. Thanks a lot Alaska.
Level 2. Rookie,Updated on 16 Oct 2020,Purchased,Customer service and online purchase experience was great. Also complete my port-in  within day. Thumbs up!
Level 2. Rookie,Updated on 05 Oct 2020,Purchased,[Customer Service] I'm very happy with the way ONG LEE QUAN for handle things n the way he/she reply. My first experience with grid was like talking to a man who is like wanting n demanding me to paid for the sim that drops accidentally for 1st time . The way he/she Ong Lee QUAN reply to any problems was confident n polite. This is the right attitude towards the customers. Grid mobile should have more people like her standard of handling customers than pin points who is right n wrong . You will go more n more far Ong LEE QUAN  . Thanks for your assisting me and my family.  [Customer Service] 5stars and A Thumb up for your service
Level 2. Rookie,Updated on 04 Oct 2020,Purchased,"[Customer Service] Valerie is a very helpful staff, she listen to customer feedback and resolved the issue promptly. I recommend to my friends, colleagues, and family members. Never regret on sign up Grid Mobile services, if you are still considering which teleco to sign up, ""Trust Me, Grid Mobile will be the right choice""."
Level 3. Wonderkid,Updated on 22 Sep 2020,Purchased,"Hey guys, this is the Best telco can say Grid Mobile better than my previous 2 Telco Gomo & My Republic. Customer Service very good, overall network reception no issue at all even undertunnel, rainy days, public holidays. I would recommend you guys to take Grid Mobile service highly recommended so far they didnt give any issue at all. GREAT JOB GRID MOBILE will support you in future.👍👍👍👍"
Level 2. Rookie,Updated on 18 Sep 2020,Purchased,I very appreciated the service of Ms Josephine Cheang who assisting me from beginning submitted my application till my SIM card activated.  [Customer Service]
Level 2. Rookie,Updated on 14 Sep 2020,Purchased,[Customer Service] 5 Star
Level 2. Rookie,Updated on 02 Sep 2020,Purchased,"Couldn't be better. Friendly customer service,  fast response  ease of setup. Highly recommended.  Thank you."
Level 2. Rookie,Updated on 02 Sep 2020,Purchased,[Customer Service] I've had a pretty good experience with GRID mobile customer support. Josephine was patient and responsive to help out on my change of delivery request due to an emergency. The issue was resolved in less than 2 hours. Until I received the SIM card I can't comment on the product yet but the customer support deserve a Thumbs Up!
Level 2. Rookie,Updated on 31 Aug 2020,Purchased,"On the contrary to other reviews here, I've had a pretty good experience with the customer service as well as the porting with GRID mobile. Ivan reached out to help with my porting issues and was really responsive to my queries, as a result, it was resolved in less than a day. It's been a week since I've started using GRID and I have nothing to complain about. Definitely worth the price, do give them a try."
Level 2. Rookie,Updated on 26 Aug 2020,Purchased,[Customer Service] 
Level 2. Rookie,Updated on 25 Aug 2020,Purchased,Customer service very bad here in GRID ! 
Level 3. Wonderkid,Updated on 24 Aug 2020,Purchased,"Waiting for my number to be ported over. Service has been extremely responsive, clear and friendly so far from Frennie and Daryl. Encountered an issue along the way with my former telco (who sprung some bad surprises on me prior to porting over) but Gridmobile has been nothing but helpful, which has helped to reduce the stress. Have heard good things about the network and customer support, so am hoping all this is true once the porting over is successful."
Level 2. Rookie,Updated on 20 Aug 2020,Purchased,"It might take more than one day or maybe a few days to wait for your line to port. TERRIBLE !!! My previous telco stopped last night about 8pm, so I expect the porting will be done within the next few hours. However until 1pm, both of my sim cards are showing no service. If you want to change over to this telco think clearly x 3, because you might missed your company call and having a no signal phone in Singapore although your phone might be the latest model. The service is terrible!"
Level 2. Rookie,Updated on 14 Aug 2020,Purchased,[Customer Service] Super helpful . Service very very good
Level 2. Rookie,Updated on 12 Aug 2020,Purchased,"Personally happy with the package , affordable and valuable package. Need to improve on it app / website ."
Level 2. Rookie,Updated on 06 Aug 2020,Purchased,"The service from Lin Xuan was outstanding. Polite, courteous and eager to solve problems which we had with our porting."
Level 2. Rookie,Updated on 04 Aug 2020,Purchased,[Customer Service] Mr Ivan has been very helpful since day 1. Thank you so much for helping me with the port in till I'm finally able to use your telco with ease now.
Level 4. Prodigy,Updated on 27 Jul 2020,Purchased,"Have been a user of GridMobile since October 2019. Signed up after comparing between the different MVNOs and also based on my personal needs. So far, my experience has been rather pleasant. Network speed was pretty much the same as when I was using Singtel (before switching over).  Overall, I am satisfied with this MVNO as 40gb for $24.90 is really a steal. I am not able to finish using it every month. Free incoming calls/sms, free caller ID, 200 mins outgoing and 200 sms. They also offer rebate points for referrals or for staying with the service, which can be used to offset bills. This is very unique and my favourite reason for using this service (besides the affordable price). CSO is also readily available to chat with at their website, though not 24/7. "
Level 2. Rookie,Updated on 14 Jul 2020,Purchased,"I m very happy for the Grid mobile customer service , they were very passionate n try solved my problem patiently."
Level 2. Rookie,Updated on 07 Jul 2020,Purchased,"The customer support is great, really helpful from the start to the end in the porting of numbers. The process itself is long and tiring but Grid Mobile made the experience effortless."
Level 2. Rookie,Updated on 02 Jul 2020,Purchased,[Customer Service] The customer support - Lin Xuan is awesome.  Helped me with the port over with patience and understanding.  Thank you and way to go.  
Level 2. Rookie,Updated on 28 Jun 2020,Purchased,I’ve go through many of their customer service officer but Ms Liya Osman was a awesome person that can help me with prompt reply Grid Mobile should get more staff like her ☺️
Level 2. Rookie,Updated on 18 Jun 2020,Purchased,[Customer Service] Went the distance to help in transfer of ownership despite the other telco not willing to do it or told me to do it via my old telco. very satisfied customer!
Level 3. Wonderkid,Updated on 16 Jun 2020,Purchased,"[Customer Service]  As they have charged me for the entire month, I requested for customer service to refund me the pro-rated unused amount. They were not able to do so. Lousy service and misleading advertising. Please be aware."
Level 3. Wonderkid,Updated on 11 Jun 2020,Purchased,"[Ease of porting] [Customer Service] Had some trouble to change ownership but the customer service was quick to reply and help out. Porting was done at night, so was no issue."
Level 2. Rookie,Updated on 10 Jun 2020,Purchased,There was some issues with my porting but it was attended to quickly by Ivan. Very good customer service. Website was easy to navigate and use.
Level 2. Rookie,Updated on 06 Jun 2020,Purchased,"Customer service is fast, just hit them up a message on Facebook and they will reply promptly. Kudos to them."
Level 2. Rookie,Updated on 05 Jun 2020,Purchased,A very simple and straightforward process! I received excellent customer service from Ivan. Very helpful and great overall!
Level 3. Wonderkid,Updated on 30 May 2020,Purchased,"I am updating this review after the customer service personnel have gotten in touch with me on more than one occasion. I have rated them a 4 because there is no 24 hour support for customer service. However, they have been very responsive and prompt in resolving my issues. Network is good and stable. The only troublesome thing is that there is no temporary number when you port. So when your previous line is disconnected, there is a downtime of a couple of hours before your new line is connected. If you are someone who "
Level 4. Prodigy,Updated on 20 May 2020,Purchased,"[Customer Service] Great and responsive customer service, all my enquiries can be answered via live chat option."
Level 2. Rookie,Updated on 16 May 2020,Purchased,"When switching over from another telco, it wasn't a smooth journey because i had to transfer the number to my ownership. However, I was at lost because I didnt know what to do. However, thanks to friendly and responsive member of Grid Mobile, they solved my issue within 4 days and I am really appreciative of their fast service! I can really say they have a great customer service and I really didnt regret choosing Grid Mobile!"
Level 5. Genius,Updated on 11 May 2020,Purchased,"[Customer Service] I actually don't really know how to contact them! Fortunately, there isn't really a problem now so I don't really need to bother myself on contacting them."
Level 2. Rookie,Updated on 30 Apr 2020,Purchased,[Customer Service] Ivan helped me to do transfer of ownership and number port-in. He was really prompt and 
Level 2. Rookie,Updated on 28 Apr 2020,Purchased,My customer servicer Ivan really did helped me a lot! Thanks to him for his prompt reply and hard work!
Level 2. Rookie,Updated on 09 Apr 2020,Purchased,Customer service officer Ivan was helpful and his reply was fast and efficient. Network from Grid was fast.
Level 2. Rookie,Updated on 23 Mar 2020,Purchased,"Been a Grid Mobile customer since August last year and I am very happy with the services provided. Love the gridPoints too, keep up the good work, Grid Team!"
Level 3. Wonderkid,Updated on 26 Feb 2020,Purchased,[Customer Service] 2.5/5
Level 4. Prodigy,Updated on 22 Jan 2020,Purchased,"Compared to CirclesLife's incredible app and their option to speak to customer service immediately (although the standard has dropped tremendously there), it's really day and night."
Level 2. Rookie,Updated on 09 Jan 2021,None,"[Customer Service] Despite the less than stellar reception and typical dropped calls, i stayed with M1 because i love the customer service. Sadly, this year customer service has gotten from bad to worse. Wait time was bad and when they promised to call back within two hours, they never did. The last straw was when my fren was denied cancelling a submitted plan and reordering (even though the online cs said ok). I had assured my fren that M1 CS is very good and will always try to help esp when you needed to place another order and not completely cancel the contract. Even though 1627 told me it was possible, 1623 was insistent it would not change the order or allow a cancellation in any manner. It was very disappointing to me and my fren. In fact, it was the last straw for me so i just ported my line out and paid the termination fee. I have been disappointed enough by them this year."
Level 2. Rookie,Updated on 15 Oct 2020,None,"Please do not use this mobile for broadband service. When we get the broadband service, normally they will bundle it with a handphone line. Which the contract states for 2 years. It cost $29.90 or $39.90 monthly for the broadband service. Once the contract is up, the amount will immediately increase, and when i called into M1 hotline to do waiver or even i dont mind doing the extention, the tele mentioned he cannot do it through the phone. I have over 11 lines, and 2 broadband services under my company and staff. How do you expect us to go down M1 to settle small issues like this. Really nuisance on the system. "
Level 2. Rookie,Updated on 11 Aug 2020,Purchased,[Customer Service] oh i love their customer service. 
Level 4. Prodigy,Updated on 11 Aug 2020,Purchased,For me personally the M1 SIM only plan seems to be the best deal out there - $25 for 30GB. 
Level 3. Wonderkid,Updated on 08 Jul 2020,Purchased,"Application was seamless and conveniently done through the M1 shop online, although porting was a little tricky as I had ported from a Starhub corporate account but thankfully the M1 customer service officer made it a breeze."
Level 3. Wonderkid,Updated on 07 Jul 2020,Purchased,"M1 has been quite stable in terms of network connectivity, I don't recall having any issues ever since I signed up for this issue about 2-3 years back. But you have to be careful about the VAS (Value-Added Services). Some VAS are offered free for you at first, but when your contract ends and you don't unsubscribe the VAS, they will just charge you without notice, which I don't like."
Level 4. Prodigy,Updated on 06 Jul 2020,None,"Their plan is considered affordable but the most important thing is, whenever iPhone launches together with their plan, M1 usually have the cheapest phone price as compared with other service providers.  You can use Sunperks points accumulated to offset your bills or request for add-on services. "
Level 3. Wonderkid,Updated on 01 Jul 2020,None,"I thought I would give an update. I am still using M1 and have changed some of my other family members telco to M1 to take advantage of the multiple corporate discount. The transfer was seamless and I really like their customer service. Yes the signal might drop at some places, but I guess most telco have such events happening to them too. Overall, I am still a supporter of M1. On a whole, I'm glad I changed to this telco because of the good customer service and reliability. The transfer from one telco to M1 was seamless and I had no cut off in my network which was great because it would have been troublesome to be without my phone line. Secondly, would like to praise the customer service for being fast and helpful. There were times in the past years that I have i) lost my sim card and ii) needed help with network overseas that I needed to call in to the customer service and they have been nothing short of helpful. Even overseas, they manage to waive my overseas call charges to them. I have since also changed my mum's line to be under my name to enjoy corporate discounts and even the transfer for that was smooth and seamless. I love love love the service given by M1. Oh, not to forget the free 3 M1 numbers I can call to for free - this is so my mum and I can talk all day long (or rather for me to hear her nag all day)"
Level 3. Wonderkid,Updated on 08 Jun 2020,None,"Service is so-so. Reception in tunnels usually quite poor. One of the more competitive providers in the market, even with the new sim only plans and entrance of new telcos. Extra usage charges are on the high side, something to take note. Apart from that, a reasonable choice."
Level 3. Wonderkid,Updated on 07 Jun 2020,Purchased,"[Customer Service] Customer service officer are friendly and helpful, so far no issue dealing with them."
Level 2. Rookie,Updated on 12 May 2020,None,Broadband was not working for the whole day unable to get thru to the customer service . On my part j had reset the router for a few times but no help I am staying in yishun .please help to resolve it as soon as possible
Level 4. Prodigy,Updated on 08 May 2020,Purchased,"I was using M1 sim only plan for a month and they recently had a promo of (50gb for $20 > $10) I asked the agent if I was eligible fortunately I am, so my question to the agent was if the promo ends will the price go back to $20? Answer is No it will stay the same until I end my service to port over to another company or unsubscribe the add on.  [Customer Service] Tried talking to the customer service got cut off and they basically ended the chat and I need to start a new one. In the end the second agent was great and solved my questions.  Porting experience went into some trouble due to collection I ported over for my mum and her number to my M1 account and stuff the identity was different so it was confusing and eventually the customer agent called my mother and explained to her then I was notified with an email to submit my NRIC for the number and they did the job for me. Collection wise is easy they come over u show NRIC and gao dim. Just need to remember head over to the app and activate the sim card if you don't know just ask customer agent they can do it for you. "
Level 3. Wonderkid,Updated on 13 Apr 2020,None,Oh boy.. Get smth better. M1 does treat customer with respect. Ignore you.. Dont compensate you for downtime..  [Customer Service]
Level 2. Rookie,Updated on 02 Feb 2020,Purchased,"It's a bad experience overall. Customer service at the store was non-existence, I waited super long and when it's my turn, someone have to go to lunch and ask me better to come back again.  [Customer Service]"
Level 2. Rookie,Updated on 28 Jan 2020,None,"[Customer Service] Very arrogant & zero compassionate senior duty manager - Rebecca .... she ""did not know why her staffs gave a 20% discount to me earlier"" on my requested bill certain amount. She was trying to act blur or to tell me indirectly to please please plead on my knees ..... the fact that her staff has already given me the discount meant that her staffs were already pre-empowered to give that 20%! otherwise, why would i need to talk to you, high almighty Rebecca !!!"
Level 7. Grand Master,Updated on 21 Jan 2020,Purchased,"I've been with M1 as a customer for close to 20 years, and I even worked part-time in M1 head office at International Business Park before. I remember my colleagues and I did nail art painting in office during lunchtime...those were the days! so nostalgic. In the past, when mobile numbers are not easily ported to another telco, the primary reason is inertia. However, since porting mobile no. is no longer an issue,  if you ask me why I didn't switch to other telco providers, to me, M1 has been nimble enough to provide plans with good value for their customers.  And even when my sibling's working in Singtel is asking me to switch...I refused! Haha. Because my M1 sim-only plan has so much value. FYI, I'm on 30GB data plan at $33.75 (incl. Caller ID & Itemised Bill service). I watch an hour of YouTube video each day on my commute to work, and I'm still not even using half of the data."
Level 6. Master,Updated on 21 Jan 2020,Purchased,"I have been an M1 customer for more than 5 years now. M1's network has been pretty stable, with some intermittent issues occasionally. However, one thing I must commend is that the customer service hotline is really much better than the other telcos. I've had to wait for over an hour just to hear a human voice on the other telcos, but so far have managed to speak to a customer service rep within 5 minutes on M1, sometimes even immediately. The mobile app is also pretty convenient, is able to help me track my usage with 1 view on the dashboard, and I have so far been able to apply for value-added services easily. "
Level 3. Wonderkid,Posted on 23 Dec 2019,Purchased,"Converted when they offered the 20dollar SIM only plan. They upgraded for me to the latest plan for free. Very good service but connectivity takes a hit at certain place in the circle and downtown line, "
Level 3. Wonderkid,Posted on 12 Dec 2019,Purchased,"25 bucks for more than enough data, keep your number when porting from starhub/singtel, no lock in. I saved about 15 bucks per month sim only and sacrificed nothing at all. Payment app could be easier but I can probably get that fixed if I give it some time. Good service from the shop"
Level 2. Rookie,Posted on 05 Dec 2019,None,"[Customer Service] Contacted CS hotline 1622 today and connected to a CS representative named Polly Tan. Queried about a SUNSURF charge of $25 billed to me. Was informed that this is a satellite roaming provider. So i guess I must have forgotten to put phone on flight mode. This is my fault and I own it. I am on an Enterprise12+ plan and gets free roaming supposedly. By bringing this up, her polite retort to me was it's only for land providers. I asked for a waiver as I was really not aware my phone was roaming whilst up in the plane, never thought my netwo"
Level 3. Wonderkid,Posted on 13 Nov 2019,None,"M1 has the best value in terms of Plan with Device as compared to its competitors. I have ported over from Singtel, process for porting was relatively fuss-free and customer service from the store was great, I have signed with M1 on their Corporate Individual Scheme plan - the best deal for anyone who prefers to have big data, decent talktime and the low upfront cost to pay for phones you desire to have. "
Level 2. Rookie,Posted on 13 Nov 2019,Purchased,"M1 a Singapore telco mobile carrier has once been honourable and provided very good service. Even better than Singtel. But now the service simply sucks and was dishonest and unprofessional. Even violate the original contractual obligations. Very unreliable network and very rude and unprofessional service manager that refuse to do anything to help regain the network connectivity. Dishonourable and dishonest and poor service level. Calling M1 call centres used to be free if calling from M1 mobile numbers but now they even charge airtime if you call the M1 call centres for help. Being one of the best to now the WORST.  That's M1 Mobile Service, Singapore"
Level 2. Rookie,Updated on 02 Nov 2019,Purchased,"Competitive Price, attractive promotion. Excellent network even underground. Excellent service received so far. Attractive CORI plans. Around 12 years with M1. Everything good. "
Level 2. Rookie,Posted on 17 Oct 2019,None,But during I port over time the customer service girl informed me about the connection problem in jurong island
Level 6. Master,Posted on 20 Sep 2019,None,Was initially with Starhub but moved over to M1 for the family plan (Multi-Service Saver) but mad regrets because it has such poor connection... and I only have 6gb a month 😭
Level 3. Wonderkid,Posted on 19 Sep 2019,None,The plans are not so much fantastic. Staffs are ok in service. But plans are too pricey. Customer service are ok. Not much free gift products. The points redeemtion are limited. 
Level 2. Rookie,Posted on 19 Sep 2019,None,Have been using M1 for a long time and has always been satisfied with their service and internet speed. Keep it up!
Level 2. Rookie,Posted on 18 Sep 2019,None,I've been M1 loyal customer for more than 15 yrs. Happy with it so far. No plans to change telcos anytime soon
Level 9. God of Wisdom,Posted on 28 Aug 2019,None,Didn't even have any chance to talk to customer service officers before. I saved them tons of customer service officer fees... they shld give me a voucher. lol
Level 2. Rookie,Posted on 21 Aug 2019,None,"I have been with M1 for over 20 years and still they are the best for me, always giving the best under the Sun, I am extremely pleased and happy to be their customer"
Level 2. Rookie,Posted on 21 Aug 2019,None,"Absolutely best customer service as compared to 2 previous telcos I've tried. Been with them for more than 10yrs since. On top of that, best corporate plan!"
Level 7. Grand Master,Posted on 21 Aug 2019,None,- tried the Facebook messenger chat and it was quite a good customer experience  Overall I am a happy customer ! 
Level 2. Rookie,Posted on 19 Aug 2019,None,"Overall, it is good but there is one very important downside to this. Sometimes, especially around the town area, reception is very bad and will lose the signal. This only happens for people using M1 as their mobile provider. This also only happens for M1 as another person standing beside me using Singtel or Starhub can have full signal while I have zero."
Level 4. Prodigy,Posted on 15 Aug 2019,None,I am a user of the M1 Sim only plan paying $25 a month. This plan is the most value for money and service is not too bad as well although coverage is slightly worse than Singtel.
Level 4. Prodigy,Posted on 14 Aug 2019,None,"Been using M1 for more than a decade before the raise of MVNO. Customer Serivce is responsive and coverage is good. Price is considered on the higher side due to price slashing of the entire sector. Wont recontract anymore, switching to MVNO. "
Level 3. Wonderkid,Posted on 14 Aug 2019,None,Great discounts and user friendly mobile app. Ease of adding on roaming or other services as and when required.
Level 3. Wonderkid,Posted on 14 Aug 2019,None,- Customer Service is relatively efficient
Level 3. Wonderkid,Posted on 14 Aug 2019,None,"M1 Broadband also has the best deal at $39.90 with free Google Home Mini. The mobile salesperson even came to my void deck to complete the deal, no queuing required!"
Level 2. Rookie,Posted on 29 Jul 2019,None,"I received the worst customer service on record from this firm. After using them extensively for 4 years, they sent me a bill of over 1000 SGD due to data roaming charges even though I had network lock enabled. Turns out that if you are in a country without partner network, the network lock won't prevent you from connecting to networks M1 doesn't partner with. What's more, the information on the M1 app is misleading and unclear. Also, the SMS that is meant to prevent you from incurring data charges of more than 100 dollars is also nonsense - I disabled data roaming immediately and my charge is 10 times more! To top it all, they don't want to waive those charges and they expect me to pay for their mistakes. I am switching to another provider. "
Level 5. Genius,Posted on 01 Jul 2019,None,"Not the best service but cheapest. Been using it for 4 years. For contract renewal, usually waiver for early contract given after 1years, which mean every year you can change new phone if you want. "
Level 2. Rookie,Posted on 01 Jul 2019,None,"Had been using M1 for quite a number of years. No complaints so far in terms of coverage and service, except maybe in some MRTs. But with the new contract-less plans, it is a good value for money. Would recommend!"
Level 2. Rookie,Updated on 13 Jun 2019,None,"I'm using M1 now for a bit more than 3 months and I had a lot of problems with the provider. First of all the provided information system, when the data is almost gone no notifications are given. Also my money was fully gone of my account, went to the shop, then I needed to call a number, no service or whatsoever at the store. During my call I got information and could try it again, but they didn't correctly explain me how it worked, so I lost again my money. After 3 phone calls and one visit to the shop, I discovered my fault, but if someone told me earlier I would not lose my money twice. furthermore you can't keep the data not used on the previous month and today I had the problem that my data was expired, no problem I switched of my data, but all the money I still had on my account and was not used for anything was gone. To summarize bad services from the personnel and also no information about the status of the phone.  "
Level 2. Rookie,Updated on 10 Jun 2019,None,"M1 service used to be excellent. Now, the phone line takes very long to get through. My app does not allow you to redeem points. The helpline, after telling them the problem, insist that there is a problem with my phone. (This is the second phone I am using and the app still does not work). "
Level 3. Wonderkid,Updated on 30 May 2018,None,"I have been using StarHub for many years and am generally satisfied with the reliable service. As I am familiar with it’s roaming plans and data upsize options, will continue to use StarHub to save the hassle of switching to another telco."
Level 5. Genius,Updated on 01 May 2018,None,"Has been a loyal M1 user, love its customer service and no billing issue so far. Was with another telco which double charge when I transfer line to under my name (charge my friend and charge myself for the same month). "
Level 3. Wonderkid,Updated on 24 Apr 2018,None,Been using M1 for the past 15 years and the customer service is wayyyy better than Singtel. My family is on the MSS plan (the old scheme which give us 30% for 4 member). 
Level 3. Wonderkid,Updated on 29 Mar 2018,None,Been using m1 since forever maybe 15 years now. Currently my whole family except my brother who stuck to singtel is using it. Excellent customer service on the phone.. Don't have too many attitude problems and they are very patient.. Even when you see them in person at the shop ( i patronise the clementi branch ) was a sucker for the free m1 calls to 3 m1 numbers and it saved me a lot of money. On top of that still benefit from multi lines and corporate discounts. I can't rmb which discount i am on right now. Only con is that they downgraded my 12gb to x gb a long time ago without me knowing raaarrrrr. Connection when compared to star hub side by side is much better. Have considered switching before but can't find any plans that fits my needs and at this cost. Hope they give us more loyalty rewards hehehe. Also their old mysim plan gives others a run for their money. Not gonna recontract. They also have an app that does the basics for tracking purpose. 
Level 9. God of Wisdom,Updated on 28 Mar 2018,None,"Their customer service is one of the best around and very friendly staff. Recently went to recontract and the staff informed me of the NTUC member promo which gives 10% off mobile bill, extra 1gb, roaming and free caller ID!! "
Level 2. Rookie,Updated on 27 Jan 2021,None,"[Customer Service] The issue at stake is the fact that while Starhub can repackage their channels (which is their prerogative) it can not do so at the expense of their current customers, which is what Starhub is doing, and getting away with. So the hard choices you refer to are hard only for the customers (hundreds of customers, who are all fuming right now), not for Starhub. If you were really concerned about your customers, you would retain the choices of the current customers (or offer something equivalent), while offering whatever you want to offer to entice new customers. Anything else is simply lip service to customer service."
Level 2. Rookie,Updated on 08 Jan 2021,Purchased,"On the  6/1/21 change the plan to sim only the phone become NO DATA. I call the hotline for more than 10 time ! keep Telling me wait for 24hrs until now 8/1/21 already 8.30pm still NO DATA.  This is the 1st time I saw NO DATA on my phone. Service is very slow and poor. Telesales and production don’t even know why and what cause NO DATA!  The follow up is only keep asking n verified what your handphone No. and IC no. After that all NO response. Very disappointed. 3 day without data , very angry n sad been with them for  more than 10yrs. I will change to other operators."
Level 2. Rookie,Updated on 24 Nov 2020,None,[Customer Service] is a shame. They are able to de-bundle your services to charge you more afterward. I would not recommend. No serious after sale service.
Level 2. Rookie,Updated on 13 Nov 2020,Purchased,[Customer Service] I have signed plans with the big 3 telcos and Starhub’s CS is the worst among the 3. Each call to their hotline will need waiting time of more than 20mins. CSO say that they will call back but I never hear from them at all.
Level 2. Rookie,Updated on 15 Oct 2020,Purchased,"They have an alright customer service and generally are OK with waiving fees if you actually bother to ask nicely/rudely. Additionally, the app is pretty easy to use to check for data usage and bills. Stuck with them all these while but I would assume their pricing is not as good as the rest of their competitors."
Level 3. Wonderkid,Updated on 12 Oct 2020,Purchased,"1) Their mobile app is user-friendly, it is easy for me to search my plan detail and etc. It is also easy to see how much call times, sms or data left for the month."
Level 2. Rookie,Updated on 06 Oct 2020,None,Worst customer service. Plans are no better than other providers. Got rid of them and switched to M1 who have a much better network and customer service.
Level 2. Rookie,Updated on 21 Sep 2020,Purchased,"Worst phone company ever! Your bill is so confusing and makes no sense and when you call, you'll notice the most nonsensical inefficient nature of how the menu options are prioritized: dial 1 for the new Samsung Galaxy phone (like this is a common thing people dial Starhub for????), dial 2 for blah blah and after listening to a whole list of choices you finally hear the menu option you are looking for. Starhub needs to employ people with common sense. Respect and save your customer's time. They also wrongfully billed me for an Amazon Prime membership which could not be cancelled. Borderline fraudulent company. Try M1 instead."
Level 6. Master,Updated on 27 Aug 2020,Purchased,[Customer Service] [Ease of porting]
Level 2. Rookie,Updated on 12 Aug 2020,Purchased,"Bad customer service when you deal with them in email. Bad experience of using StarHub, their Mobile plan is worth for getting more data but internet relatively unstable. If u stay near Malaysia border, I strongly object you to use StarHub, phone unable to receive call, roaming charges Incurred if u pick up those call and they don’t waive it, in the end they won’t solve the issue and ask u to pay. So I decided to deactivate my international roaming service and waiting to change my next mobile plan with SingTel"
Level 3. Wonderkid,Updated on 10 Aug 2020,None,"The network is relatively stable. However, the app can be a bit buggy at times. Customer service takes some time to get back through email."
Level 5. Genius,Updated on 07 Aug 2020,None,One of the better experience will be the mobile application where I can see my current data usage and my past usages. Network and personal data wise are mostly ok for most days and will only be slower once in awhile.
Level 6. Master,Updated on 02 Aug 2020,Purchased,"Starhub was one of my worst experiences with a telco service - I've used M1, Singtel and finally, Circles. I only onboarded with Starhub to get a phone at the best price, which I soon regretted due to the poor customer service and telco service. When I went overseas, they charged roaming fees despite me turning off roaming - I called to cancel the fees and explain the error, and the customer service was dismissive about it and took more than a few months to do a refund. The data service is laggy as well as compared to Circles, which I use now. It's also at an average/higher price point, which doesn't justify it's poor service and delay. All in all, I'd avoid Starhub services in the future due to the presence of better local alternatives."
Level 2. Rookie,Updated on 11 Jul 2020,None,"[Customer Service] Thank you customer service Sonia had just answered my call, she very helpful and explained very detail compare to my 1st call Macy. Sonia also willing take extra mile to explain and intro the plan."
Level 3. Wonderkid,Updated on 29 Jun 2020,Purchased,[Customer Service] Customer service is great! Friendly and responsive.
Level 2. Rookie,Updated on 17 Jun 2020,None,"Poor experience being a starhub customer for more than 2 years. Website is full of bugs, shopping cart came to a dead end with a bug, products were frequently out of stock. I have already spend hours going to shop and website for recontracting but all of no results."
Level 2. Rookie,Updated on 24 May 2020,None,"terrible experience wifi connections are bad , frequent breakdowns , slow internet network ...... Basically everything you wouldn't want to find in a paid internet service . Literally even my crush replies are faster , if you even have the patience to wait lol"
Level 2. Rookie,Updated on 19 May 2020,None,"I like to thanks him.  He provide great services,  has cheerful disposition , super patience and most of all very helpful. "
Level 2. Rookie,Updated on 18 Feb 2020,None,"Horrible customer service, they don’t even listen to what you are saying but will give textbook answer which is not even relevant or helpful to your specific query. Will make you feel like a criminal than a customer though you have NO outstanding and you have been paying on time. Very misleading advertisements like $0 phones but when you try to sign up it is only applicable to certain selected customers"
Level 5. Genius,Updated on 27 Jan 2020,Purchased,[Customer Service] Get notifications to claim rewards on app for being loyal to StarHub. Was offered free 50GB more monthly. Basically I feel carefree - like using unlimited. Filling up form online gets quick response via email.
Level 3. Wonderkid,Updated on 20 Jan 2020,None,"[Customer Service] This is totally non-existent. From the hotline to the walk-in counter support, their customer service is clueless and kept referring me around to get simple things resolved.  [Billing] Personally, WATCH your bill if you are using them. If you challenge them on dubious billing, they cant give you a good answer and will beat around the bush to get you off the topic. I have IDD built in my plan and they constantly charges small amounts into my monthly bills and when challenged, some of it got waived, was a sneaky more and this was one of my main push to switch providers.  in summary, if $$, customer service and coverage is not important for your phone plan, you can consider them, otherwise, skip and move on. "
Level 4. Prodigy,Updated on 18 Jan 2020,Purchased,"Starhub service in blue line can be really poor but overall still good. Enjoy the weekend free unlimited data.  They regularly have online promo code if you sign up to their plan online, can save about $5/month. Giving an additional star as they starhub reward app have free vouchers (Grab and lots of food vouchers ~). "
Level 2. Rookie,Updated on 10 Jan 2020,None,Very very bad experience. I am their platinum customer but will not hesitate to port over to other service provider once contract end. 
Level 3. Wonderkid,Posted on 27 Dec 2019,Purchased,The mobile app is user-friendly and easy to track. 
