,post_title,post_username,post,reply to
2535,"SAF IPPT, IPT & RT Questions...",Greent,Same. I also a bit confuse by the long statement ...  Shall wait for the bros here to update us ....,NIL
2536,"SAF IPPT, IPT & RT Questions...",Hyruga,Surprised it took then this long to change the word IPT which confuses everyone with the IPPT programme.  Dunno who is the goondu who come out with the word 'IPT'.,NIL
2537,"SAF IPPT, IPT & RT Questions...",vaguejizz,"so if fail current IPPT window, next window take 10 sessions of NS FIT? rinse and repeat?  No more 20 sessions of RT?",NIL
2538,"SAF IPPT, IPT & RT Questions...",anyhowsaysay,"RT no more but not sure how does it work exactly for this new system. Like this FIT, is it take after failure from current windows or take as if it is IPT. What is the penalty for not completing 10 sessions etc. all unknown. FYI, i also went to peek at this HPB FIIT. apparently, it is super popular since this is also for normal folks and it fully booked for the next few weeks. No wonder, every time i walk passed, it is always crowded So not sure how does it work when can't even book this HIIT....","vaguejizz wrote: so if fail current IPPT window, next window take 10 sessions of NS FIT? rinse and repeat?  No more 20 sessions of RT?"
2539,"SAF IPPT, IPT & RT Questions...",anyhowsaysay,"From what i can see on their website now  This image has been resized.Click to view original image   It seems to be similar to IPT. just more options of locations  This image has been resized.Click to view original image   If never finish FIT or pass IPT will get charge, but then next window still need to do FIT  This image has been resized.Click to view original image   Good thing is more locations..no need travel to safra or FCC...which is plus point. My location 5mins walk got one FIIT..but hard to book.",NIL
2540,"SAF IPPT, IPT & RT Questions...",RocketBunny,Swee lah opposite my house only,NIL
2541,"SAF IPPT, IPT & RT Questions...",ontodhcp,You got the link to the article? Can't seems to find it.,"anyhowsaysay wrote: From what i can see on their website now  This image has been resized.Click to view original image   It seems to be similar to IPT. just more options of locations  This image has been resized.Click to view original image   If never finish FIT or pass IPT will get charge, but then next window still need to do FIT  This image has been resized.Click to view original image   Good thing is more locations..no need travel to safra or FCC...which is plus point. My location 5mins walk got one FIIT..but hard to book."
2542,"SAF IPPT, IPT & RT Questions...",RocketBunny,https://www.ns.sg/web/portal/nsmen/h...ics/ippt-nsfit  Nsportal. Click infographic,ontodhcp wrote: You got the link to the article? Can't seems to find it.
2543,"SAF IPPT, IPT & RT Questions...",Greent,So can i put at this way (correct me if i wrong)  Windows Open  Do this FIT X10 (include 1 IPPT) = Clear window  Windows Close  Never complete FIT/Fail IPPT and didn't attend FIT = Tio charge + need to attend FIT on the next window  Correct ?,NIL
2544,"SAF IPPT, IPT & RT Questions...",matey1982,"SAF rolling out the new scheme Apr 2021.  Since MHA uniformed services ie SPF/SCDF NSman will only have the new stuff roll-out from Jun 2021, in the interim, follow old scheme?",NIL
2545,"SAF IPPT, IPT & RT Questions...",anyhowsaysay,"https://www.ns.sg/web/portal/nsmen/h...ics/ippt-nsfit  Website up now. Quite clear.  The FIIT is interesting, at least it is like few mins walk from where i am staying. Much better than the FCC one.  Problem i would see is the FIIT is actually popular with the public so it might be problematic in booking...",NIL
2546,"SAF IPPT, IPT & RT Questions...",Chao_Ah_Tiong,"Yup for me I don't need to travel all the way to Kranji and Maju FCCs (Except for IPPT) from Jurong where I lives and works at. And yup I think they should add in more slots or impose some quota specifically for us. Just have a check on those nearer to my home one (Jurong Lake Gardens, Jurong West SIP etc) and it seems like they only conducted once or twice per week and all sessions are full. Anyway it's not a bad thing as instead of doing IPT/RT with all guys now maybe there are some chio bu doing exercise with you.","anyhowsaysay wrote: https://www.ns.sg/web/portal/nsmen/h...ics/ippt-nsfit  Website up now. Quite clear.  The FIIT is interesting, at least it is like few mins walk from where i am staying. Much better than the FCC one.  Problem i would see is the FIIT is actually popular with the public so it might be problematic in booking..."
2547,"SAF IPPT, IPT & RT Questions...",vaguejizz,"seems like - 1 window (take 1 ippt but fail) , 2nd window (do 10 mandatory NS FIT), 3rd window (take 1 ippt if fail), 4th window (do 10 mandatory NS FIT), rinse & repeat.",NIL
2548,"SAF IPPT, IPT & RT Questions...",Sunny Nights,Actually this whole system is just open to abuse confirm will have problems down the line. Old system was 20 sessions in 2 windows now it's 11 sessions in 2 windows,"vaguejizz wrote: seems like - 1 window (take 1 ippt but fail) , 2nd window (do 10 mandatory NS FIT), 3rd window (take 1 ippt if fail), 4th window (do 10 mandatory NS FIT), rinse & repeat."
2549,"SAF IPPT, IPT & RT Questions...",flowerpalms,"RT regulars will love it  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»",Sunny Nights wrote: Actually this whole system is just open to abuse confirm will have problems down the line. Old system was 20 sessions in 2 windows now it's 11 sessions in 2 windows
2550,"SAF IPPT, IPT & RT Questions...",Sunny Nights,"Yeah makes u wonder for those that confirm fail who will even finish the 10 sessions in their window. Just fail and go 10 ""mandatory"" sessions in window 2","vaguejizz wrote: so if fail current IPPT window, next window take 10 sessions of NS FIT? rinse and repeat?  No more 20 sessions of RT?"
2551,"SAF IPPT, IPT & RT Questions...",Sunny Nights,Ofc lah bro I'm loving it,"flowerpalms wrote: RT regulars will love it  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»"
2552,"SAF IPPT, IPT & RT Questions...",King.Koopa,not yet. I just booked another session this week last try le. Was planning to chiong. But after hearing about no more RT change to simi FIT programme effort drop by 20% liao . 20 sessions really cannot but if 10 sessions I dont mind,"Greent wrote: King.Koopa  Since you fail your IPPT, is your windows close already or receive any wavier from MINDEF ?"
2553,"SAF IPPT, IPT & RT Questions...",Nuclear Boy,"I don't think the ""disciplinary action"" applies to those who fail IPPT la. That's kinda absurd. It's for those who default or never complete the window.  But yes, now that no more RT, it's a gaping loophole for ppl to attend (and fail) IPPT on one year, and go mandatory FIT for the next, and repeat. Or it's supposed to be this way?  Anyone went for the QuickHIIT or the activities in the Parks (current ones, not under NS FIT), can share if it is as xiong as the Blue and Red bands at FCC? (Metabolic, aerobic etc) My fitness is not even there to go through these kind of intensity, end up resort to going for Green (weight loss). Dunno if there's any activity at Parks that is somewhat equivalent to the Weight Loss programme.",NIL
2554,"SAF IPPT, IPT & RT Questions...",flowerpalms,"Not sure if its loophole since they would have knew of this when they start new system Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»","Nuclear Boy wrote: I don't think the ""disciplinary action"" applies to those who fail IPPT la. That's kinda absurd. It's for those who default or never complete the window.  But yes, now that no more RT, it's a gaping loophole for ppl to attend (and fail) IPPT on one year, and go mandatory FIT for the next, and repeat. Or it's supposed to be this way?"
2555,"SAF IPPT, IPT & RT Questions...",anyhowsaysay,"This image has been resized.Click to view original image   This image has been resized.Click to view original image   Because if you don't pass IPPT or complete your FIT, not only need the mandatory sessions but also subject to disciplinary actions (Meaning charge)","Sunny Nights wrote: Yeah makes u wonder for those that confirm fail who will even finish the 10 sessions in their window. Just fail and go 10 ""mandatory"" sessions in window 2"
2556,"SAF IPPT, IPT & RT Questions...",Nuclear Boy,"That doesn't make any sense. I'm sure it only applies for defaulters. If not, how many ppl they need to charge for failing?",anyhowsaysay wrote: Because if you don't pass IPPT; also subject to disciplinary actions (Meaning charge)
2557,"SAF IPPT, IPT & RT Questions...",Sunny Nights,Shag lo means nothing changed just ipt with more locations oh well,"anyhowsaysay wrote: This image has been resized.Click to view original image   This image has been resized.Click to view original image   Because if you don't pass IPPT or complete your FIT, not only need the mandatory sessions but also subject to disciplinary actions (Meaning charge)"
2558,"SAF IPPT, IPT & RT Questions...",Hyruga,"Must pass. If fail, must complete 10 fit program.  If never go at all, charge and kena fines.","Nuclear Boy wrote: That doesn't make any sense. I'm sure it only applies for defaulters. If not, how many ppl they need to charge for failing?"
2559,"SAF IPPT, IPT & RT Questions...",Nuclear Boy,"Yeah that is it. Just like the old RT but cut down in half. Just thought it to be misleading that simply failing IPPT will result in charge, as anyhowsay said.","Hyruga wrote: Must pass. If fail, must complete 10 fit program.  If never go at all, charge and kena fines."
2560,"SAF IPPT, IPT & RT Questions...",flowerpalms,"Means if fail , you have to complete 10 fit in the same window? Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»","Hyruga wrote: Must pass. If fail, must complete 10 fit program.  If never go at all, charge and kena fines."
2561,"SAF IPPT, IPT & RT Questions...",Sunny Nights,The program already 1 ippt built in so 9 fit sessions plus 1 ippt,"flowerpalms wrote: Means if fail , you have to complete 10 fit in the same window?  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»"
2562,"SAF IPPT, IPT & RT Questions...",anyhowsaysay,It seems is must do the FIT within the same windows.,"Nuclear Boy wrote: Yeah that is it. Just like the old RT but cut down in half. Just thought it to be misleading that simply failing IPPT will result in charge, as anyhowsay said."
2563,"SAF IPPT, IPT & RT Questions...",flowerpalms,"If like this once your window open must quickly go take ippt. If fail at least you have more time for FIT. If you wait until your window ending then take ippt and fail, not enough time to complete FIT means die?    Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»",Sunny Nights wrote: No leh u must finish all 10 sessions in window 1 if not tio charge no meh
2564,"SAF IPPT, IPT & RT Questions...",flowerpalms,"Means 1 window you either 1. take ippt and pass 2. you go for FIT 9+1 to clear window  Take note if you want to take ippt must be early so that if you fail at least still got time for FIT before your window close. Dont last minute  Posted from PCWX using A simple life, not a simple thing 🙏🏻",Sunny Nights wrote: The program already 1 ippt built in so 9 fit sessions plus 1 ippt
2565,"SAF IPPT, IPT & RT Questions...",Sunny Nights,Yeah good summary,"flowerpalms wrote: Means 1 window you either take ippt and pass or you go for FIT.  Take note if you want to take ippt must be early so that if you fail at least still got time for FIT before your window close. Dont last minute  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»"
2566,"SAF IPPT, IPT & RT Questions...",Hyruga,Just a change of name from ipt to fit.  Finally all become fit zai. Thread can close already!,NIL
2567,"SAF IPPT, IPT & RT Questions...",flowerpalms,"My window opened 10 January  I just logged in to Ns portal . Only IPPT or IPT option. If i want to go for the FIT, must wait for 1st April? Slots open for booking already?  If lets say my ICT in Aug and taking the FIT route, i complete my window before ICT, means ICT IPPT i can dont attempt or fail? Wont affect right?  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»",NIL
2568,"SAF IPPT, IPT & RT Questions...",firechaos,"My windows closes on 30 March. Just realised islandwide, IPPT slots are all fully booked. How ah? LOL Usually only book 1 or 2 weeks before window closes...  Also has IPPT@SAFRA resumed?",NIL
2569,"SAF IPPT, IPT & RT Questions...",flowerpalms,"New system will only start in April. Since your window close on 30 March, you have to take ippt. But if fail maybe will waive since they only start April and no time for FIT. Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»","firechaos wrote: My windows closes on 30 March. Just realised islandwide, IPPT slots are all fully booked. How ah? LOL Usually only book 1 or 2 weeks before window closes...  Also has IPPT@SAFRA resumed?"
2570,"SAF IPPT, IPT & RT Questions...",Sunny Nights,Ya my window closed ytd I only attempted 1 ippt and failed. This window no RT just do ipt/fit. But my friend that didn't attempt a single ippt u know I know lah,"flowerpalms wrote: New system will only start in April.  Since your window close on 30 March, you have to take ippt. But if fail maybe will waive since they only start April and no time for FIT.  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»"
2571,"SAF IPPT, IPT & RT Questions...",Nuclear Boy,"From NS.sg Not in the same window In your IPPT window, you can attempt as many times as you like  Actually the way they word 'IPPT Window' is also kinda misleading, as they're talking about the cycles, regardless you take IPPT or FIT of your choice. Mandatory FIT is replacement for RT.","Quote: If you defaulted on your IPPT (i.e. did not take any IPPT in your IPPT window), did not pass your IPPT or did not complete NS FIT in your IPPT window, you will be required to complete 10 mandatory sessions of NS FIT in your next window, known as the Mandatory NS FIT window."
2572,"SAF IPPT, IPT & RT Questions...",flowerpalms,"I have 2-3 locations suitable for FIT.  Safra jurong or jurong lake gardens  Surprised dont have jurong west sports complex  But the safra one is gym leh means everyone squeeze in gym?  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»",NIL
2573,"SAF IPPT, IPT & RT Questions...",firechaos,Just called the NS Call centre. Told me it would be waived. Just need to either take the NS Fit or IPPT for next window. Phew...,"flowerpalms wrote: New system will only start in April.  Since your window close on 30 March, you have to take ippt. But if fail maybe will waive since they only start April and no time for FIT.  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»"
2574,"SAF IPPT, IPT & RT Questions...",flowerpalms,"I am confused. So if fail ippt means FIT in same window or next window? Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»","Nuclear Boy wrote: From NS.sg Not in the same window In your IPPT window, you can attempt as many times as you like  Actually the way they word 'IPPT Window' is also kinda misleading, as they're talking about the cycles, regardless you take IPPT or FIT of your choice. Mandatory FIT is replacement for RT."
2575,"SAF IPPT, IPT & RT Questions...",flowerpalms,"Keyword is Or?  This image has been resized.Click to view original image    Posted from PCWX using A simple life, not a simple thing 🙏🏻",NIL
2576,"SAF IPPT, IPT & RT Questions...",Nuclear Boy,"Next window. Like how one has to attend RT on the following window if fail IPPT in the current one. Same window don't make sense to me. There'll be ppl who will repeat attempts to pass or get incentives for Gold/silver etc. They will just attempt IPPT throughout that year until they get what they want. Keyword is Or? This image has been resized.Click to view original image Posted from PCWX using A simple life, not a simple thing ************************************ Again, it's like choosing between IPPT or IPT. Just do either one. As long not Mandatory, you can choose.","flowerpalms wrote: I am confused. So if fail ippt means FIT in same window or next window?  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»"
2577,"SAF IPPT, IPT & RT Questions...",flowerpalms,"Very confusing!!  If not just standby 25th march to book !!  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»","Sunny Nights wrote: No I believe it's u finish 9+1 in same window or get charged. AFTER u get charged u need to do 10 ""Mandatory"" FIT sessions. In other words last time u have 2 years to complete 20 sessions because RT was in place. Now that there's no more RT u have 1 year to finish 10 sessions OR u will get charged."
2578,"SAF IPPT, IPT & RT Questions...",Sunny Nights,Just finish the 9+1 in ur current window u will be fine.,"flowerpalms wrote: Very confusing!!  If not just standby 25th march to book !!  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»"
2579,"SAF IPPT, IPT & RT Questions...",flowerpalms,"Very surprised dont have Jurong west sports complex  The gym confirm alot. Got aircon  Posted from PCWX using A simple life, not a simple thing 🙏🏻",Sunny Nights wrote: Just finish the 9+1 in ur current window u will be fine.
2580,"SAF IPPT, IPT & RT Questions...",Sunny Nights,Can't relate eastsider here confirm damn packed for tampines.,"flowerpalms wrote: Very surprised dont have Jurong west sports complex  The gym confirm alot. Got aircon  Posted from PCWX using A simple life, not a simple thing 🙏🏻"
2581,"SAF IPPT, IPT & RT Questions...",flowerpalms,"West sider here. Your window open alrdy?  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»",Sunny Nights wrote: Can't relate eastsider here confirm damn packed for tampines.
2582,"SAF IPPT, IPT & RT Questions...",Sunny Nights,Ya but I booked IPT sessions for now. A lot of slots opened up cos of this new FIT thing can try ur luck,"flowerpalms wrote: West sider here. Your window open alrdy?  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»"
2583,"SAF IPPT, IPT & RT Questions...",flowerpalms,"I dont want ipt. I always pass 3 station ippt. Last year mine was waived. This year not confident can pass alrdy maybe have to try fit.   Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»",Sunny Nights wrote: Ya but I booked IPT sessions for now. A lot of slots opened up cos of this new FIT thing can try ur luck
2584,"SAF IPPT, IPT & RT Questions...",Aero_GT,"The HIIT event i think quite hard to book, i used the Healthy 365 app to check, almost all events full till 11apr sunday, and events after 11apr haven't release.  I think the new system is more like every month go once or twice if choose to join those public events, relax de. If want last minute clear the 10 sessions need go back fcc.",NIL
2585,"SAF IPPT, IPT & RT Questions...",flowerpalms,"Will only know how the bookings are on 25th march when slots are open Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»","Aero_GT wrote: The HIIT event i think quite hard to book, i used the Healthy 365 app to check, almost all events full till 11apr sunday, and events after 11apr haven't release.  I think the new system is more like every month go once or twice if choose to join those public events, relax de. If want last minute clear the 10 sessions need go back fcc."
2586,"SAF IPPT, IPT & RT Questions...",nit3ex,"ggwp, and my window closes in APR.",NIL
2587,"SAF IPPT, IPT & RT Questions...",Alibeckham,"So is it (a) just take ippt, if fail, nxt window take 10 mandatory fit over 12 month or (b) take 10 fit within window to meet ippt requirement?  If go for (a) it's like 11 session over 2 yr and (b) 10 session every year?",NIL
2588,"SAF IPPT, IPT & RT Questions...",Sunny Nights,In your option A u will get charged first. If you know that you gonna get charged u should just not attempt ippt in ur first window unless u can pass lah obviously,"Alibeckham wrote: So is it (a) just take ippt, if fail, nxt window take 10 mandatory fit over 12 month or (b) take 10 fit within window to meet ippt requirement?  If go for (a) it's like 11 session over 2 yr and (b) 10 session every year?"
2589,"SAF IPPT, IPT & RT Questions...",Chao_Ah_Tiong,I am quite confused... Think they need to make clear whether we will be charged if we fail our IPPT. Don't think MINDEF/SAF is that stupid to make us abuse the system anyway.,NIL
2590,"SAF IPPT, IPT & RT Questions...",Sunny Nights,If u fail ippt but u finish another 9 FIT sessions considered window cleared. If u fail ippt but never finish FIT or pass IPPT in another attempt u get charged lo simple.,Chao_Ah_Tiong wrote: I am quite confused... Think they need to make clear whether we will be charged if we fail our IPPT. Don't think MINDEF/SAF is that stupid to make us abuse the system anyway.
2591,"SAF IPPT, IPT & RT Questions...",Sunny Nights,In order to clear your window: Pass your ippt or (ATTEMPT 1 ippt and finish 9 FIT sessions). If you do not clear your window you will get charged.  There is no more RT which means the days of leaving sessions to the second window is over.,NIL
2592,"SAF IPPT, IPT & RT Questions...",Sibei_lowprofile,"Ya from the infographic it seems like if you got attempt IPPT and fail, but never finish 9 FIT sessions after that within the same window, you will be charged. So have to really plan your time and sessions carefully le. If you not confident that you can pass, then just take FIT.  Last time attempt and fail still nvm, won't be charged as long as you do 20 RT next window. Now attempt also can kena charge...",NIL
2593,"SAF IPPT, IPT & RT Questions...",Sunny Nights,Ya correct and last time RT sessions is 20- D. D is the number of ipt and ippt u went for in the previous window. Now it's all or nothing liao.,"Sibei_lowprofile wrote: Ya from the infographic it seems like if you got attempt IPPT and fail, but never finish 9 FIT sessions after that within the same window, you will be charged. So have to really plan your time and sessions carefully le. If you not confident that you can pass, then just take FIT.  Last time attempt and fail still nvm, won't be charged as long as you do 20 RT next window. Now attempt also can kena charge..."
2594,"SAF IPPT, IPT & RT Questions...",Hyruga,"Think should be the same. If you chao keng, it will be 10+10",Sunny Nights wrote: Ya correct and last time RT sessions is 20- D. D is the number of ipt and ippt u went for in the previous window. Now it's all or nothing liao.
2595,"SAF IPPT, IPT & RT Questions...",Sunny Nights,"No. I think if you default in ur previous window. You get charged + 10 ""mandatory"" FIT sessions only. Not sure about the 10+10 will wait for info from the other bros.  Edit:called NS hotline it's correct there is no 10+10 it's immediate charge then next window u do 10","Hyruga wrote: Think should be the same. If you chao keng, it will be 10+10"
2596,"SAF IPPT, IPT & RT Questions...",Hyruga,Ya la.  But think the charge is fine + 10 more.,NIL
2597,"SAF IPPT, IPT & RT Questions...",ashketchum,"This HIIT is pretty much the same thing as IPT... Simple as that.  Only difference is that instead of two IPPT sessions, this new system is just one IPPT session.  So it's 1 IPPT + 9 HIIT to clear your window...",NIL
2598,"SAF IPPT, IPT & RT Questions...",Hyruga,"Hiit is the name of the programme conducted by external agency. They do mostly static exercises such as pilates, dancing and boxing or even burpees. Quite easy when they are a lot of people.  But if only 3 person in 1 session, then very siong cos instructor look at you so many times and instructor also ps so keep telling you to exercise here and there. Good if you like intensive training.",NIL
2599,"SAF IPPT, IPT & RT Questions...",flowerpalms,"Who will choose hiit if got gym? Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»","ashketchum wrote: This HIIT is pretty much the same thing as IPT... Simple as that.  Only difference is that instead of two IPPT sessions, this new system is just one IPPT session.  So it's 1 IPPT + 9 HIIT to clear your window..."
2600,"SAF IPPT, IPT & RT Questions...",Greent,Today newspaper mention that you need to clear your FIT at the same venue. I'm not sure how this FIT actually works but guess i stick back to FCC ...  2 more year to ROD liao. ren a bit XD,NIL
2601,"SAF IPPT, IPT & RT Questions...",flowerpalms,"Not confident just straight go for FIT. Dont wait until when ur window closing then you take ippt. Run 2.4km very stress 1. If fail , must be sure still got time to book FIT. Dont forget FIT got ippt also. So you take 2 times in a window Might as well just go for FIT straight. Then last session ippt 2.4km you run shag liao and walk also nobody care. Because no pressure to pass liao mah Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»","Sibei_lowprofile wrote: Ya from the infographic it seems like if you got attempt IPPT and fail, but never finish 9 FIT sessions after that within the same window, you will be charged. So have to really plan your time and sessions carefully le. If you not confident that you can pass, then just take FIT.  Last time attempt and fail still nvm, won't be charged as long as you do 20 RT next window. Now attempt also can kena charge..."
2602,"SAF IPPT, IPT & RT Questions...",Sunny Nights,I think ippt attempt anytime is ok. No need ippt twice,"flowerpalms wrote: Not confident just straight go for FIT.  Dont wait until when ur window closing then you take ippt. Run 2.4km very stress 1. If fail , must be sure still got time to book FIT. Dont forget FIT got ippt also. So you take 2 times in a window  Might as well just go for FIT straight. Then last session ippt 2.4km you run shag liao and walk also nobody care. Because no pressure to pass liao mah  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»"
2603,"SAF IPPT, IPT & RT Questions...",flowerpalms,"As in dont wait until last min to take ippt. If you cannot pass you have to squeeze 9+1 before your window close. Thats taking 2 ippt alrdy to clear for the year .  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»",Sunny Nights wrote: I think ippt attempt anytime is ok. No need ippt twice
2604,"SAF IPPT, IPT & RT Questions...",Sunny Nights,As in the +1 u can take anytime so u need to squeeze the 9 FIT sessions but yeah don't procrastinate,"flowerpalms wrote: As in dont wait until last min to take ippt. If you cannot pass you have to squeeze 9+1 before your window close. Thats taking 2 ippt alrdy to clear for the year .  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»"
2605,"SAF IPPT, IPT & RT Questions...",foopower,"I just return SG upon completion of my studies overseas, tried to log on to ns.sg and to my awe, I couldn't book any IPPT slots. How ah?  First timer here, please go easy on me",NIL
2606,"SAF IPPT, IPT & RT Questions...",flowerpalms,"Wait for 25th march , fastest finger first. Once you see slots open, quickly book those sessions nearest to home. Book as much as possible. Book first then say .  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»",NIL
2607,"SAF IPPT, IPT & RT Questions...",crumpler ish jin expensiv,"Pending any last min urgent work, I will be able to clear my 9x IPT + 1x IPPT by the 31 March. This would satisfy the IPT requirements for my current window. I've already gone for 5x IPT at Bedok FCC. For next yr's window, I think I will still go back to the FCC to do the FIT training. Just book 3 sessions a week clear within 1 mth.",Greent wrote: Today newspaper mention that you need to clear your FIT at the same venue. I'm not sure how this FIT actually works but guess i stick back to FCC ...  2 more year to ROD liao. ren a bit XD
2608,"SAF IPPT, IPT & RT Questions...",flowerpalms,"You mean all FIT have to be same venue? Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»","crumpler ish jin expensiv wrote: Pending any last min urgent work, I will be able to clear my 9x IPT + 1x IPPT by the 31 March. This would satisfy the IPT requirements for my current window. I've already gone for 5x IPT at Bedok FCC.  For next yr's window, I think I will still go back to the FCC to do the FIT training. Just book 3 sessions a week clear within 1 mth."
2609,"SAF IPPT, IPT & RT Questions...",Sunny Nights,"Sessions at the Safra gyms are customised based on individual needs, and should an NSman decide to attend NS FIT at one gym, he will have to complete all 10 sessions at the same gym.  Took from straits crimes. But it appears to only affect those that choose to take FIT in SAFRA",NIL
2610,"SAF IPPT, IPT & RT Questions...",flowerpalms,"Confirm all will go to the gym nearest their house liao. Who want to go HIIT or FCC for more exercises? Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»","Sunny Nights wrote: Sessions at the Safra gyms are customised based on individual needs, and should an NSman decide to attend NS FIT at one gym, he will have to complete all 10 sessions at the same gym.  Took from straits crimes. But it appears to only affect those that choose to take FIT in SAFRA"
2611,"SAF IPPT, IPT & RT Questions...",Sunny Nights,This will cause problems down the road bah bro. You see ah people already have trouble clearing all 10 in different locations. Now u need to clear all 10 in the same safra u play the odds lo.,"flowerpalms wrote: Confirm all will go to the gym nearest their house liao. Who want to go HIIT or FCC for more exercises?  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»"
2612,"SAF IPPT, IPT & RT Questions...",Chao_Ah_Tiong,BTW for SAFRA gym you have to pay $214 (members) or $267.50 (non members) https://www.ns.sg/web/portal/nsmen/h...bhiit-safragym,"Sunny Nights wrote: Sessions at the Safra gyms are customised based on individual needs, and should an NSman decide to attend NS FIT at one gym, he will have to complete all 10 sessions at the same gym.  Took from straits crimes. But it appears to only affect those that choose to take FIT in SAFRA"
2613,"SAF IPPT, IPT & RT Questions...",flowerpalms,"Why clear 10 in different locations?  The normal person will just clock 9 sessions in safra gym nearest their house.  Then ippt just go through the motion . No pressure to pass   Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»",Sunny Nights wrote: This will cause problems down the road bah bro. You see ah people already have trouble clearing all 10 in different locations. Now u need to clear all 10 in the same safra u play the odds lo.
2614,"SAF IPPT, IPT & RT Questions...",flowerpalms,"Can try FIT@Park. If not then go FCC. Mixture  Posted from PCWX using A simple life, not a simple thing 🙏🏻",Chao_Ah_Tiong wrote: BTW for SAFRA gym you have to pay $214 (members) or $267.50 (non members) https://www.ns.sg/web/portal/nsmen/h...bhiit-safragym
2615,"SAF IPPT, IPT & RT Questions...",anyhowsaysay,"Safra is similar to E1 Pep. Need pay $$ I done it few times in the past, by right got customization. But then is basically OTOT, do your own stuff can do threadmill and weights etc. then 1 hour late check out. If don’t want do just don’t do at least safra. Or watch tv also can","Sunny Nights wrote: Sessions at the Safra gyms are customised based on individual needs, and should an NSman decide to attend NS FIT at one gym, he will have to complete all 10 sessions at the same gym.  Took from straits crimes. But it appears to only affect those that choose to take FIT in SAFRA"
2616,"SAF IPPT, IPT & RT Questions...",Nuclear Boy,"I'm still waiting for confirmation from NS Contact regarding the charge for failling IPPT and have to attend 10 Mandatory FIT sessions within SAME window. Anyone got official confirmation that is the policy now? Until now, only see what's stated on the somewhat vaguely worded infographic, but nothing from official sources making it clear.  Only SAFRA gym cannot change location, because of the ""customization"" per individual. Pretty sure the rest is as per usual.",NIL
2617,"SAF IPPT, IPT & RT Questions...",thisislife,anyone waiting for FIT straight? i have a IPT-IPPT upcoming sunday so i think i gonna go there once and then take the remaining 9 sessions during the FIT,NIL
2618,"SAF IPPT, IPT & RT Questions...",flowerpalms,"Is ippt on 10th session , not 1st session  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»",thisislife wrote: anyone waiting for FIT straight? i have a IPT-IPPT upcoming sunday so i think i gonna go there once and then take the remaining 9 sessions during the FIT
2619,"SAF IPPT, IPT & RT Questions...",crumpler ish jin expensiv,"Doesn't matter one. 1st, 4th, last all no problem. So long as u clock 1x IPPT session. Then go clear the other 9 FIT sessions.","flowerpalms wrote: Is ippt on 10th session , not 1st session  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»"
2620,"SAF IPPT, IPT & RT Questions...",flowerpalms,"I would say there will most probably be limit to the no. of pax for FIIT@Parks due to space constraint. And it be seen in the video that its a smaller group. The majority still have to go to FCC one.  Just go FCC bah. 2 sessions a month for 9 sessions then book ippt to attempt it. No pressure to pass. I also come from IPT anyway before the 3 station ippt. Have passed everytime for the 3 station ippt until this year where i feel not confident liao.  Left 2 more cycles (this year 9th ict). Just finish it loh...  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»","crumpler ish jin expensiv wrote: Doesn't matter one. 1st, 4th, last all no problem. So long as u clock 1x IPPT session. Then go clear the other 9 FIT sessions."
